,date,username,tweet,replies_count,retweets_count,likes_count,link,popularity
440274,2020-08-11,tamaidedulce,Mi mejor amiga y yo después de ponernos la vacuna rusa.  https://t.co/raNvl9rUAy,3671,29977,130834,https://twitter.com/TamaiDeDulce/status/1293347990682443777,54827.333333333336
431237,2020-08-12,_julieme,Entre la polémica vacuna rusa inglesa voy a aplicar la misma filosofía que utilizaba cuando me gustaban varios amigos de un mismo grupo: que me la ponga cualquiera.,128,2880,41516,https://twitter.com/_julieme/status/1293615853947228169,14841.333333333334
442634,2020-08-11,lamastabo,Que si voy a aceptar la vacuna rusa? wey he aceptado aguas locas de extraños en fiestas masivas de ciudad azteca. Sería una hipocresía de mi parte no hacerlo.,177,3841,30592,https://twitter.com/lamastabo/status/1293305183347367936,11536.666666666666
427188,2020-08-12,galahalf,"mientras les cuento que ya me puse la vacuna rusa del COVID y no tengo ningún efectoski secundarioski только если укол немного боли т. бля кто это читает. чтобы больше смеяться, следуйте рассказу о мартурати.",38,2059,31385,https://twitter.com/galahalf/status/1293699061422358532,11160.666666666666
440248,2020-08-11,termenzo,yo 0.0001 segundos después de ponerme la vacuna rusa  https://t.co/w5d8g9jYBT,20,3212,24669,https://twitter.com/termenzo/status/1293348520779546636,9300.333333333334
432448,2020-08-12,jezzzini,ojalá que la vacuna rusa me haga más resistente al vodka y me transforme en patinadora artística sobre hielo 😌😌,79,3765,22574,https://twitter.com/jezzzini/status/1293595380580581377,8806.0
449708,2020-08-11,f3rn,Yo saliendo de ponerme la vacuna rusa  https://t.co/NSA59qgO01,275,5682,19425,https://twitter.com/F3rn/status/1293205784143310854,8460.666666666666
452182,2020-08-11,coronavid19,Ya os diré qué tal me sienta la vacuna rusa.,288,2228,22253,https://twitter.com/CoronaVid19/status/1293172547018727425,8256.333333333334
449656,2020-08-11,_elan_,"Le tengo más confianza a todos mis exes, que a la vacuna Rusa para el COVID-19.",429,2313,21024,https://twitter.com/_elan_/status/1293206629748322307,7922.0
436379,2020-08-12,vendounhueco,"No creen en la vacuna rusa, pero muéstreles la Virgen en una arepa!!!!!!!!",171,3299,16661,https://twitter.com/vendounhueco/status/1293498885332176896,6710.333333333333
453178,2020-08-11,xdxcxb,"qué mierda me importan las dudas de la comunidad científica internacional, me tirás una vacuna rusa y la atajo con la cola.",9,1216,14943,https://twitter.com/xdxcxb/status/1293154174885036034,5389.333333333333
434660,2020-08-12,el_hombre_koala,AMLO ya se aplico la vacuna rusa. 😱  https://t.co/lgrzbViAfq,90,1858,12321,https://twitter.com/El_Hombre_Koala/status/1293548969931530240,4756.333333333333
452309,2020-08-11,nachoavilac,La vacuna rusa siendo la primera en llegar:  https://t.co/8pg91u6GPn,16,2871,9696,https://twitter.com/nachoavilac/status/1293170474336292871,4194.333333333333
439963,2020-08-11,victororvikk,Yo después de ponerme la vacuna rusa del corona virus  https://t.co/H3ACt3jtZs,79,2663,9645,https://twitter.com/victororvikk/status/1293354112638242816,4129.0
417649,2020-08-14,inafinogenova,"No vengo a convencerles de las bondades de la vacuna rusa. Pero si su idea de ella se basa en lo que han visto en los medios convencionales, quizás les hace falta algo más de información, porque seguramente es lo que menos les han ofrecido.   https://t.co/gXTbFho3zw",375,4331,7331,https://twitter.com/inafinogenova/status/1294329299307307010,4012.3333333333335
450614,2020-08-11,profesorbriceno,"La última cosa rusa que usé fue un Lada al que se le despegó el tablero por el calor, pregúntame si voy a ponerme una vacuna rusa.",586,2662,8339,https://twitter.com/profesorbriceno/status/1293193808243380226,3862.3333333333335
445100,2020-08-11,enmexicomagico,Yo cuando me pongan la vacuna rusa contra el COVID 🇷🇺     https://t.co/E57Rnzqec2,106,2502,8416,https://twitter.com/EnMexicoMagico/status/1293266118673682433,3674.6666666666665
445261,2020-08-11,chumeltorres,—Es que todavía no hay vacuna Rusa —Pónmela… —nomás la registraron pero está en fase 3… —Ponme esa madre… —Aún no se comprueba qu… —ME VALE MADRE SI ES BRONCOLIN CON VICK VAPORUB PONME ESA CHINGADERA,172,1053,9758,https://twitter.com/ChumelTorres/status/1293263400185651200,3661.0
439520,2020-08-11,matiasbruales,- Qué tal la vacuna rusa? - No stanilista.,59,1192,8659,https://twitter.com/matiasbruales/status/1293363282112380928,3303.3333333333335
440379,2020-08-11,ezequielcampa,"-te darías las vacuna rusa?  - nooo, jamás, ni en pedo. A ver pasame esa cocaína mezclada con vidrio molido que pasaron por aduana adentro de un forro que cagaron una vez que llegaron acá que me la quiero meter en la nariz en un baño con extraños.",54,1101,8660,https://twitter.com/EzequielCampa/status/1293345698117713920,3271.6666666666665
443265,2020-08-11,fransmendi,bitches be like ni loco me pongo la vacuna rusa y despues toman keta del piso,2,710,8814,https://twitter.com/fransmendi/status/1293295454789173254,3175.3333333333335
99600,2020-08-11,santoroleandro,"Veo más ""alarmas prendidas"" por el anuncio de una vacuna Rusa que cuando Trump sugirió inyectarle desinfectante a los enfermos para matar el virus. Notable.",153,1822,7475,https://twitter.com/SantoroLeandro/status/1293219026131451905,3150.0
448638,2020-08-11,santoroleandro,"Veo más ""alarmas prendidas"" por el anuncio de una vacuna Rusa que cuando Trump sugirió inyectarle desinfectante a los enfermos para matar el virus. Notable.",153,1822,7475,https://twitter.com/SantoroLeandro/status/1293219026131451905,3150.0
428327,2020-08-12,braianalexislo,Primera fotos de la vacuna rusa.  https://t.co/8SjfYUzszD,20,995,8426,https://twitter.com/braianalexislo/status/1293676778167234561,3147.0
452185,2020-08-11,srapatria,Se emborrachan con trago adulterado y ahora dicen que no se aplicarían la vacuna rusa contra el coronavirus. ¡JA!,106,1497,7691,https://twitter.com/SraPatria/status/1293172530677784577,3098.0
427666,2020-08-12,desclasada_,JAJA querían vacuna rusa gestion Beto y tuvieron vacuna inglesa producida en laboratorio que llegó gracias a Macri.,88,1599,6392,https://twitter.com/desclasada_/status/1293689418801467393,2693.0
419059,2020-08-14,ladyprospera,Yo después de que me pongan la vacuna rusa:  https://t.co/DNVRfn0tJ7,43,1404,5647,https://twitter.com/LadyProspera/status/1294148154674249728,2364.6666666666665
450307,2020-08-11,afpespanol,"#ULTIMAHORA Autoridades alemanas dudan de la ""calidad, eficacia y seguridad"" de vacuna rusa #AFP",219,2968,3555,https://twitter.com/AFPespanol/status/1293198203131764742,2247.3333333333335
452559,2020-08-11,alexfdz,“¿La nueva vacuna Rusa? A ver...” /// “¡Ya me siento inmuninsky!”  https://t.co/SXKkR5irzG,35,791,5780,https://twitter.com/ALEXFDZ/status/1293166740596236288,2202.0
99610,2020-08-11,fedkukso,"La vacuna rusa se conoce como Sputnik V, un detalle que expone cómo en esta peligrosa jugada está en juego el orgullo ruso. Y que se trata de un nuevo episodio de una carrera más política que científica.",118,1250,4649,https://twitter.com/fedkukso/status/1293159160088014848,2005.6666666666667
452967,2020-08-11,fedkukso,"La vacuna rusa se conoce como Sputnik V, un detalle que expone cómo en esta peligrosa jugada está en juego el orgullo ruso. Y que se trata de un nuevo episodio de una carrera más política que científica.",118,1250,4649,https://twitter.com/fedkukso/status/1293159160088014848,2005.6666666666667
440911,2020-08-11,actualidadpanam,Vacuna rusa será vendida en sanandresitos. Vendrá en combo con aguardientoski y limonsoski.,62,953,4941,https://twitter.com/actualidadpanam/status/1293335854069489664,1985.3333333333333
430943,2020-08-12,bluradioco,"""Concluimos que Colombia no está interesada en la vacuna rusa contra COVID"": embajador Sergei Koshkin  https://t.co/xVoziIaCe6 #MeridianoBLU  https://t.co/jBaCx0h5da",946,1581,3129,https://twitter.com/BluRadioCo/status/1293621059414040577,1885.3333333333333
440250,2020-08-11,yosoypameladv,Cuando me pongan la vacuna rusa.  https://t.co/kwxwlhEBxM,28,1016,4565,https://twitter.com/yosoypameladv/status/1293348431231164416,1869.6666666666667
428301,2020-08-12,julianejerez,Argentina: anuncia la fabricación de lavacuna de Oxford Brasil: anuncia la fabricación de la vacuna rusa. Colombia: anuncia el número ganador del chance #1087985,34,1067,4365,https://twitter.com/JulianEjerez/status/1293677316338520065,1822.0
436666,2020-08-12,putomikel,Despues de recibir la vacuna rusa  https://t.co/U71e6Vi7Kr,19,983,4230,https://twitter.com/PutoMikel/status/1293482863946608641,1744.0
446341,2020-08-11,diegoalejocm,En San Andresito ya se consigue la vacuna rusa réplica triple A.,39,599,4445,https://twitter.com/diegoalejocm/status/1293248189404000256,1694.3333333333333
452529,2020-08-11,actualidadrt,"El presidente de Rusia, Vladímir Putin, ha comunicado este 11 de agosto que una de sus hijas ya probó la vacuna rusa contra el covid-19, la primera que se ha registrado en el mundo 👉  https://t.co/M0TZsv7Ct2  https://t.co/kBOtiLCOV9",87,1744,3167,https://twitter.com/ActualidadRT/status/1293167280684056576,1666.0
422762,2020-08-13,animeiberico,Filtrada imagen inédita de Putin probando la vacuna rusa contra el covid-19 en su hija.  https://t.co/SXt2ZTGgsw,16,1069,3813,https://twitter.com/Animeiberico/status/1293925504265981952,1632.6666666666667
411745,2020-08-17,maxkaiser75,"Atento aviso: ni yo ni mi familia nos pondremos la vacuna rusa (si algún día existe). Obvio no estoy en contra de las vacunas, sólo desconfío por completo de los gobiernos oscuros y tramposos como el ruso, y el de aquí",146,802,3783,https://twitter.com/MaxKaiser75/status/1295407618479931393,1577.0
453772,2020-08-11,noticiascaracol,"Si hoy llegara la vacuna rusa contra el coronavirus #COVID_19 al país, ¿usted se la aplicaría?  Participe y opine en nuestra  #PrimeraEdición &gt;&gt;&gt;  https://t.co/Nt4exsAgr7  https://t.co/dKi3NJruoW",1809,279,2575,https://twitter.com/NoticiasCaracol/status/1293136973088129025,1554.3333333333333
414553,2020-08-15,sebasromerop,Quiero que me aplique la vacuna rusa.  https://t.co/M256BF3fCC,28,305,4304,https://twitter.com/sebasromerop/status/1294811393175232512,1545.6666666666667
448449,2020-08-11,microagencia,- Viste la vacuna rusa? - Un peligro - Que haces este finde? - Voy a lo de mis viejos - Yo tengo un asado con amigos,11,407,3911,https://twitter.com/microagencia/status/1293221344021184518,1443.0
451037,2020-08-11,nicolasschrute,Quién para probarnos la vacuna rusa para prevenir el COVID-19? 😍😍  https://t.co/GUCIRfXqxW,2,471,3653,https://twitter.com/NicolasSchrute/status/1293187975472275458,1375.3333333333333
450229,2020-08-11,majodoria,"La vacuna rusa está lista, y al parecer llega en octubre a Argentina gracias a esta mujer😍  https://t.co/muQTTYf0LR",209,544,3333,https://twitter.com/MajoDoria/status/1293199082056495105,1362.0
453062,2020-08-11,pedritoextranja,"Se viene el lloriqueo de todos los grandes laboratorios y la campaña de desprestigio de las embajadas contra la vacuna rusa contra el COVID. Lo cierto es que, por fin, esta pesadilla llegará a su fin.",65,953,2950,https://twitter.com/PedritoExtranja/status/1293156854017728516,1322.6666666666667
451419,2020-08-11,diegomarini,"""Yo no confío en la vacuna rusa"" dice, y vota a los mismos hace 40 años.",59,1105,2794,https://twitter.com/diegomarini/status/1293183123417530370,1319.3333333333333
440821,2020-08-11,lacarolina81,"Dudan de la vacuna rusa, pero si creen que Guaidó es presidente 🤡🤡🤡",104,1341,2511,https://twitter.com/lacarolina81/status/1293337616130232322,1318.6666666666667
449973,2020-08-11,mattenme,estoy esperando la vacuna rusa asi  https://t.co/0CE6ykSwcQ,3,528,3390,https://twitter.com/mattenme/status/1293202561105895425,1307.0
424663,2020-08-13,goyojimenez,Una reflexión matutina sobre las vacunas. A ver... Me asusta que la vacuna rusa hackee el chip que lleva la de Bill Gates,80,644,3180,https://twitter.com/Goyojimenez/status/1293802209579347968,1301.3333333333333
431268,2020-08-12,mariano_bar,"Ayer puteaban por la vacuna Rusa por comunista y hoy hacen chistes porque Argentina va a producir la vacuna ""imperialista"" de Oxford. La devastación mental que les generó el peronismo a los antiperonistas hace un año en las elecciones es sin precedentes.",22,450,3246,https://twitter.com/mariano_bar/status/1293615367282098181,1239.3333333333333
452798,2020-08-11,pablom_m,No sé si la vacuna rusa funcionará. Supongo que eso lo tendrán que certificar los organismos sanitarios internacionales. Lo que sí sé es que si fuera estadounidense no tendríais ninguna duda de su eficacia.,92,616,2931,https://twitter.com/pablom_m/status/1293162412460453891,1213.0
438618,2020-08-12,marianagc,"Ya me puse la vacuna Rusa del COVID y no tengo ningún efectoski secundarioski и меня зовут Лопес Обрадор, и я коррумпирован и лжец и почему я даю чистые прямые награды",211,347,2808,https://twitter.com/marianagc/status/1293382768232214530,1122.0
450611,2020-08-11,atilioboron,"RUSIA Y LA VACUNA CONTRA EL COVID-19. Estupor y desesperación en la ""prensa seria"" (vocera del imperio) dominada por  feroz rusofobia. Lo mismo ocurrió con el satélite Sputnik en 1957. TRUMP furioso: ¡un virus ""chino"" curado con vacuna rusa aplicada ... por médicos cubanos!  https://t.co/yiIdFV5KwP",52,1437,1815,https://twitter.com/atilioboron/status/1293193829508579328,1101.3333333333333
454163,2020-08-11,efenoticias,"Según el mandatario, la vacuna rusa es ""eficaz"", ha superado todas las pruebas necesarias y permite lograr una ""inmunidad estable"" ante la COVID-19. #coronavirus    https://t.co/wciGa6cQZU",87,1054,2105,https://twitter.com/EFEnoticias/status/1293107161975984128,1082.0
413720,2020-08-16,mackyarenas,"El que crea que acá nos pondremos una vacuna rusa, está bien  pelao!",181,657,2402,https://twitter.com/MackyArenas/status/1295065447293952006,1080.0
444135,2020-08-11,dadatina,Aprobaron la vacuna rusa de COVID  https://t.co/x6siq4U6pt,10,91,3120,https://twitter.com/dadatina/status/1293281474695831556,1073.6666666666667
435877,2020-08-12,rtultimahora,"URGENTE  La segunda vacuna rusa contra el coronavirus, probada con éxito en los primeros voluntarios  https://t.co/pEhIkKGcR7  https://t.co/6qW2oVIfrg",35,1185,1943,https://twitter.com/RTultimahora/status/1293519462491193344,1054.3333333333333
415378,2020-08-15,rhm1947,"Guaidó nos devolvió DirecTV, trae los CLAPs, creó Misión Vivienda, mercado Megasis y fue clave en investigación de la vacuna rusa.",272,1177,1657,https://twitter.com/rhm1947/status/1294674939342204933,1035.3333333333333
436697,2020-08-12,degelida,"Si la vacuna rusa se llama Sputnik, ¿cómo se llamaría la española? Yo le pondría Croquetas, que eso gusta a todos. Más ideas, aquí.",836,331,1851,https://twitter.com/DeGelida/status/1293480596602224640,1006.0
441339,2020-08-11,celeesteg_,No creen en la vacuna rusa pero le creen al novio cuando dice “gas esa vieja”,3,380,2609,https://twitter.com/Celeesteg_/status/1293328411943940096,997.3333333333334
437750,2020-08-12,julepev,que onda sale la vacuna rusa o no ya me levanté del sillón,2,185,2670,https://twitter.com/julepev/status/1293404381677854720,952.3333333333334
426791,2020-08-12,nachorgz,"Mexico ya tiene la vacuna rusa, tendrá la 2 chinas, la gringa, la francesa y ahora la inglesa. WOW! Realmente nuestro país está en todo",116,556,2134,https://twitter.com/NachoRgz/status/1293708630500442112,935.3333333333334
454454,2020-08-10,mrtinasan,si llegamos a tener la vacuna rusa va a ser todo el mérito de natalia oreiro,1,172,2582,https://twitter.com/mrtinasan/status/1292847914813882370,918.3333333333334
450620,2020-08-11,drnickolaz,"-Señor Simpson, la vacuna rusa contra el COVID19 puede provocar conversión al comunismo, homosexualidad y tendencia a querer todo regalado... - Seeee, venga el líquido  https://t.co/bkSBoRfxrs",36,555,2159,https://twitter.com/DrNickolaz/status/1293193762160742405,916.6666666666666
434205,2020-08-12,hector8782,Les cuento que me consegui y  ya me puse la vacuna Rusa del COVID y no tengo ningún efectoski secundarioski Президент Российской Федерации; o Президент России.,153,447,2146,https://twitter.com/Hector8782/status/1293559670884442112,915.3333333333334
411118,2020-08-17,adiospipino,"Según me explican (algunos civilizadamente y otros insultando) la marcha no es por la cuarentena. Es por los que aún no pueden trabajar, por la justicia, por Facundo, por la vacuna rusa, por el documental de Natalia Oreiro, por el 8-2 del Bayern y por las empanadas con pasas.",44,227,2475,https://twitter.com/adiospipino/status/1295467230000549888,915.3333333333334
424073,2020-08-13,bryanmxrt,- Tío esta vacuna rusa no hace na  * 5 minutos después*    https://t.co/ll3yNizLR4,6,635,2044,https://twitter.com/BryanMxrt/status/1293871001244246017,895.0
445636,2020-08-11,eldanielenrique,¿te pondrías la vacuna rusa?  https://t.co/8wRnlaLMrf,52,519,2047,https://twitter.com/eldanielenrique/status/1293257719546171393,872.6666666666666
447409,2020-08-11,elsemblante,"Como la vacuna rusa (ya lista) ni la china seguro la aceptarán en Colombia por puro arribismo pro-gringo, quedamos en manos de Pachito Santos y de Iván Duque. Estamos fritos.",79,581,1956,https://twitter.com/elsemblante/status/1293234775730331648,872.0
449534,2020-08-11,sargentochala,"""Sputnik"" vacuna rusa contra el Covid19, hija de Vladimir Putin fue vacunada y será de acceso universal y gratuito  Se negara el Gobierno colombiano a acceder a esta vacuna, como lo hizo con la solicitud de apoyo de médicos cubanos ?",135,571,1875,https://twitter.com/SARGENTOCHALA/status/1293207973825781760,860.3333333333334
415390,2020-08-15,melnicksergio,"Encuesta en Rusia señala que el 52% de los MÉDICOS no están dispuestos a ponerse la vacuna rusa.... I rest my case, o no?   Los políticos y autoridades chilenas que aprueben una vacuna, primero que se la pongan ellos, sus hijos, y nietos...después nosotros y tal vez",133,903,1535,https://twitter.com/melnicksergio/status/1294673937499127810,857.0
434325,2020-08-12,fsoriano,Hay que confiar en la vacuna rusa. Muchas cosas de allá funcionan muy bien como la ensalada rusa y la montaña rusa. Conocen otras?,490,177,1876,https://twitter.com/fsoriano/status/1293556982499213312,847.6666666666666
437077,2020-08-12,cnnee,¿Te pondrías la vacuna rusa contra el covid-19? Estos pueden ser los riesgos.  https://t.co/pE2aIXqPhn,744,342,1438,https://twitter.com/CNNEE/status/1293444872867844096,841.3333333333334
418739,2020-08-14,spitta1969,Hay científicos defendiendo la vacuna rusa a pesar de que no hay publicaciones ni resultados de Fase III? Sí. Muchos.,113,494,1875,https://twitter.com/spitta1969/status/1294236492127141888,827.3333333333334
442369,2020-08-11,jonheguier,"Me gusta el nombre Sputnik para la vacuna rusa. Si hay vacuna argentina, ¿qué nombre le ponemos?",921,142,1352,https://twitter.com/JonHeguier/status/1293309624284860416,805.0
420762,2020-08-13,nessnio,"El mismo científico genio quién afirmó que el Covid19 no era tan grave, hoy dice que la vacuna rusa no sirve.  ¡Van más de 14 mil muertos y subiendo señor Patarroyo!",42,631,1715,https://twitter.com/Nessnio/status/1294011190037958657,796.0
425093,2020-08-13,feriglesias,"Que los kirchneristas se apliquen la vacuna rusa y nosotros, la de Oxford. Y todos contentos.",76,456,1728,https://twitter.com/FerIglesias/status/1293763452872413189,753.3333333333334
448712,2020-08-11,actiniariahexa,Atentos patriotas no reciban la vacuna Rusa que trae incubado el Comunismo Marxismo Leninismo. Resistan que ya llegará desde USA la de ustedes con cloro y sapolio. Háganlo por la patria.,91,545,1606,https://twitter.com/Actiniariahexa/status/1293218107889258496,747.3333333333334
452671,2020-08-11,elratonjodedor,"Los gringos tienen razón, la nueva vacuna rusa SPUTNIK V si tiene efectos secundarios, uno de ellos:  Les tumbó el negocio.",28,789,1408,https://twitter.com/ElRatonJodedor/status/1293164628697141251,741.6666666666666
419270,2020-08-14,elsemblante,"El embajador de Rusia en Colombia dijo que ofrecieron la vacuna rusa acá (la primera en el mundo en ser registrada), pero la respuesta del Gobierno colombiano ¡fue que NO!  Lo de aquí es el acetominofén y las EPS.",56,665,1472,https://twitter.com/elsemblante/status/1294117973259681793,731.0
449249,2020-08-11,diegodelacurva,Cuando te dan la vacuna rusa  https://t.co/l7mQ1YrUlP,90,96,2007,https://twitter.com/diegodelacurva/status/1293211724410167303,731.0
448010,2020-08-11,miriam_junne,León Krauze después de recibir la vacuna rusa contra el Covid.  https://t.co/oASrozj3IE,82,325,1781,https://twitter.com/Miriam_Junne/status/1293227490190729217,729.3333333333334
91573,2020-08-13,nanothompson,"Saben quien estuvo en el Barrio Chino hace unos meses? Así es, Juliana Awada. Gracias presidente Macri por posibilitar las negociaciones por la vacuna china 💪🌱",15,175,1993,https://twitter.com/nanothompson/status/1294004562064441344,727.6666666666666
445796,2020-08-11,socialholico,Gente que le hace fuchi a la vacuna rusa porque Hollywood les lavó el cerebro y para eso no hay vacuna.,38,501,1611,https://twitter.com/socialholico/status/1293255315744608260,716.6666666666666
424703,2020-08-13,dlaraf,"No Jorge, la vacuna rusa no se puede inhalar.",54,375,1719,https://twitter.com/DLaraF/status/1293796256981168128,716.0
434818,2020-08-12,guarromantico_,"¿Que si voy a aceptar la vacuna rusa? Wey, he aceptado aguas locas de extraños en pedas de desconocidos. Sería una hipocresía de mi parte no hacerlo.",12,421,1713,https://twitter.com/Guarromantico_/status/1293545283750699010,715.3333333333334
448239,2020-08-11,caterinav,"#11ago #ULTIMAHORA Autoridades alemanas dudan de la ""calidad, eficacia y seguridad"" de vacuna rusa #AFP",57,794,1290,https://twitter.com/CATERINAV/status/1293224486360293380,713.6666666666666
452356,2020-08-11,elhigadodmarita,"¿Cuánto apostamos que ya sale la OMS (Organización Mortal para la Salud) a decir que la vacuna rusa es una ""porquería"" y que la única que debería usar todo el mundo es la que vende quien los FINANCIA, el ""angelito"" Bill Gates?",127,471,1527,https://twitter.com/elhigadodmarita/status/1293169944620916742,708.3333333333334
454241,2020-08-11,gracepenafort,El 12 de agosto estará lista la vacuna rusa contra el COVID 19. Y yo reflexiono sonriendo que ese pais tan lejano que llamamos Rusia tal vez me salve la vida por segunda vez. Ironias del destino... creo que le diré a @gusroll que retiro mi objeción y que ya no es lugar prohibido,47,322,1724,https://twitter.com/gracepenafort/status/1293023659347587072,697.6666666666666
416551,2020-08-14,actualidadrt,"-¿Te enteraste de la vacuna rusa? Dicen que es insegura y dañina -¿Y cómo lo saben, si acaban de anunciarla? -¡Pues porque los rusos copiaron la fórmula de los ingleses, que es la buena! 🙄  Con @inafinogenova  https://t.co/BSQqEnwwBH",75,770,1235,https://twitter.com/ActualidadRT/status/1294431110097756162,693.3333333333334
432078,2020-08-12,aido0910,Los anticuerpos entrando a mi cuerpo luego de usar la vacuna rusa  https://t.co/qCzTSkgxqq,15,630,1421,https://twitter.com/aIdo0910/status/1293601429178011648,688.6666666666666
417055,2020-08-14,actualidadrt,"Hoy no venimos a convencerlos de que la vacuna rusa es buena, sino a explicarles por qué, desde el primer instante, los grandes medios dicen que es mala  Con @inafinogenova  https://t.co/2xJpQTXqeV",57,800,1200,https://twitter.com/ActualidadRT/status/1294378008384421888,685.6666666666666
432627,2020-08-12,nanothompson,"Fui criado a base de naranjú y mielcitas mirá si me va a preocupar la supuesta falta de controles de la vacuna rusa, que venga el líquido",14,227,1805,https://twitter.com/nanothompson/status/1293591947257487362,682.0
443405,2020-08-11,danielsampero,¿Se pondría la vacuna rusa?,733,368,904,https://twitter.com/DanielSamperO/status/1293293112442392577,668.3333333333334
434269,2020-08-12,nuezhuesa,"Buenas noticias.  Ya me puse la vacuna Rusa del COVID y no tengo ningún efectoski secundarioski и меня зовут Лопес Обрадор, и я коррумпирован и лжец и почему я даю чистые прямые награды",24,465,1497,https://twitter.com/NuezHuesa/status/1293558278711136256,662.0
432507,2020-08-12,ddelgrossi,"Mensaje de un amigo:  “Buen día gente! Ya me puse la vacuna Rusa del COVID y no tengo ningún efectoski secundarioski и меня зовут Лопес Обрадор, и я коррумпирован и лжец и почему я даю чистые прямые награды”.",109,202,1670,https://twitter.com/DDelgrossi/status/1293594030291464192,660.3333333333334
446459,2020-08-11,platom___,Me puse la vacuna rusa y no me pasó naLARGA VIDA A LENIN.,24,196,1757,https://twitter.com/platom___/status/1293246713633878018,659.0
422418,2020-08-13,madamesiimone,"JAJAJAJA Patarroyo diciendo que la vacuna rusa no sirve jajajjajajaja En fin, la hipocresía.",66,290,1577,https://twitter.com/MadameSiimone/status/1293937760957595648,644.3333333333334
441759,2020-08-11,rexjoss,Yo con los efectos secundarios de la vacuna rusa. 🇷🇺   https://t.co/BZJKOD8SxL,19,504,1409,https://twitter.com/RexJoss/status/1293320857239072773,644.0
441267,2020-08-11,garssl,"No creen en la vacuna rusa pero le creen a la amiga cuando dice “bebeeee yo no le conté a nadie lo juro""",1,235,1684,https://twitter.com/Garssl/status/1293329604300746752,640.0
435909,2020-08-12,jorgeencina,"Hasta ayer tomaban Ayudin, hoy exigen las pruebas y todos los protocolos de la vacuna rusa",9,322,1579,https://twitter.com/jorgeencina/status/1293518617338880002,636.6666666666666
453914,2020-08-11,norcoreano,Yo sobre la vacuna rusa sólo digo que los rusos ya hicieron con prisas su ensaladilla y le terminaron poniendo guisantes a las patatas con mayonesa.,25,331,1542,https://twitter.com/norcoreano/status/1293128689048326149,632.6666666666666
453286,2020-08-11,milenio,"🔴 #ÚLTIMAHORA | El presidente ha dicho que la vacuna rusa es ""eficaz"", ha superado todas las pruebas necesarias y permite lograr una ""inmunidad estable"" ante #covid19   https://t.co/mgjtZDhdDc",25,417,1456,https://twitter.com/Milenio/status/1293151543089418242,632.6666666666666
450294,2020-08-11,norabar,"Antes de empezar a hablar,  no se sabe mucho, pero parece que la vacuna rusa se probó en menos de 100 personas...",209,201,1419,https://twitter.com/norabar/status/1293198341506039815,609.6666666666666
432853,2020-08-12,elmediokiwi,No creen en la vacuna rusa pero si creen en Herbalife... ay machi,9,229,1588,https://twitter.com/ElMedioKiwi/status/1293587749459701762,608.6666666666666
425905,2020-08-12,torocabron_,"Que prueben la vacuna Rusa en Brancatelli, total más pelotudo imposible que quede.",59,279,1484,https://twitter.com/ToroCabron_/status/1293732280905666567,607.3333333333334
432794,2020-08-12,leodelao,"Buen día inges!  Ya me puse la vacuna Rusa del COVID y me siento fantástico, no tengo ningún efectoski secundarioski Хуан де Диос ломает его, и никакая лошадь не останавливает его",59,143,1609,https://twitter.com/leodelao/status/1293588894865223680,603.6666666666666
416215,2020-08-15,soyunargento,"Tenes miedo que te inyecten una vacuna rusa pero bien que todos los fines de semana tomabas fernet con manaos en una botella cortada con desconocidos en una previa y después ibas a los boliches y te comías varios bagres, así que no te asustes que si no te mató eso no te mata nada",6,289,1471,https://twitter.com/soyunargento/status/1294474230785081344,588.6666666666666
434970,2020-08-12,ddavidvillamar,"Se tragan todas las mentiras de la prensa y no quieren tomar la vacuna rusa... en fin, la hipocresinski.🙄",28,443,1294,https://twitter.com/DDavidVillamar/status/1293541641341620225,588.3333333333334
423649,2020-08-13,qmoncaleano,"Si Patarroyo dice que la vacuna rusa no sirve, es quizá, solo quizá la prueba suficiente de que sí sirva. Ese señor es la mediocridad en patines.  https://t.co/u76oEWfOvH",167,381,1175,https://twitter.com/qmoncaleano/status/1293891118661275648,574.3333333333334
410329,2020-08-18,mamba_4f,"El mundo da muchas vueltas, la lengua es castigo del cuerpo y los Escuálidos son muy bocones.,  Un Escuálido será vacunado con una vacuna rusa, en un gobierno chavista y por un médico cubano 🤣  El sol de Venezuela nace en el Esequibo 🇻🇪",58,713,944,https://twitter.com/Mamba_4F/status/1295680455132545025,571.6666666666666
452208,2020-08-11,agaviriau,La vacuna rusa es un apuesta peligrosa (y éticamente cuestionable):  https://t.co/TJ5Bcea33m,138,381,1166,https://twitter.com/agaviriau/status/1293172171833925632,561.6666666666666
452030,2020-08-11,berexun,"De ser efectiva la vacuna rusa anunciada por Vladímir Putin, los mexicanos estaremos a nada de poder cimbrar y hundir el zócalo con un mitin súper masivo 😁",51,392,1241,https://twitter.com/Berexun/status/1293174958647123968,561.3333333333334
447603,2020-08-11,andreincolombia,¿Cómo así que la vacuna rusa no es vodka con Tampico?,9,176,1489,https://twitter.com/andreincolombia/status/1293232383580352512,558.0
451441,2020-08-11,cristinarevolt,¿La vacuna rusa se llama «Sputnik»? Putin no será comunista pero como nos regala risas.,16,100,1544,https://twitter.com/CristinaRevolt/status/1293182897185144832,553.3333333333334
